"","question_id","poll_id","statename","pollster","fte_grade","sample_size","population","mid_date","biden","trump","pollster_id","display_name","population_full","methodology","election_date","state","days.until"
"29",136465,72712,"Alabama","SurveyMonkey","C",1608,"lv","10/26/20",36,62,1193,"SurveyMonkey","lv","Online","11/3/20","AL",8
"30",135631,72291,"Alabama","SurveyMonkey","C",3363,"lv","10/14/20",37,61,1193,"SurveyMonkey","lv","Online","11/3/20","AL",20
"31",134978,72027,"Alabama","SurveyMonkey","C",3122,"rv","10/11/20",41,57,1193,"SurveyMonkey","rv","Online","11/3/20","AL",23
"32",133771,71431,"Alabama","SurveyMonkey","C",2710,"lv","10/4/20",38,60,1193,"SurveyMonkey","lv","Online","11/3/20","AL",30
"33",132703,70924,"Alabama","SurveyMonkey","C",2070,"rv","9/28/20",42,55,1193,"SurveyMonkey","rv","Online","11/3/20","AL",36
"34",131350,70496,"Alabama","SurveyMonkey","C",649,"lv","6/19/20",35.220001,62.700001,1193,"SurveyMonkey","lv","Online","11/3/20","AL",137
"35",133440,71291,"Alabama","SurveyMonkey","C",2591,"rv","10/2/20",42,56,1193,"SurveyMonkey","rv","Online","11/3/20","AL",32
"36",136196,72574,"Alabama","SurveyMonkey","C",1714,"lv","10/24/20",38,60,1193,"SurveyMonkey","lv","Online","11/3/20","AL",10
"37",134339,71731,"Alabama","SurveyMonkey","C",2985,"rv","10/7/20",41,57,1193,"SurveyMonkey","rv","Online","11/3/20","AL",27
"38",134590,71814,"Alabama","SurveyMonkey","C",3038,"lv","10/8/20",38,61,1193,"SurveyMonkey","lv","Online","11/3/20","AL",26
"39",131401,70496,"Alabama","SurveyMonkey","C",649,"rv","6/19/20",39.110001,57.290001,1193,"SurveyMonkey","rv","Online","11/3/20","AL",137
"40",134114,71618,"Alabama","SurveyMonkey","C",2890,"rv","10/6/20",41,56,1193,"SurveyMonkey","rv","Online","11/3/20","AL",28
"41",134804,71942,"Alabama","SurveyMonkey","C",3120,"rv","10/10/20",41,57,1193,"SurveyMonkey","rv","Online","11/3/20","AL",24
"42",135489,72223,"Alabama","Auburn University at Montgomery","B/C",853,"lv","10/25/20",38.900002,58.099998,1590,"Auburn University at Montgomery","lv","Online","11/3/20","AL",9
"43",133774,71434,"Alabama","Moore Information","B/C",504,"lv","10/12/20",38,55,324,"Moore Information","lv","Live Phone","11/3/20","AL",22
"44",132755,70924,"Alabama","SurveyMonkey","C",2070,"lv","9/28/20",39,59,1193,"SurveyMonkey","lv","Online","11/3/20","AL",36
"45",135947,72473,"Alabama","SurveyMonkey","C",1752,"rv","10/23/20",41,56,1193,"SurveyMonkey","rv","Online","11/3/20","AL",11
"46",134856,71942,"Alabama","SurveyMonkey","C",3120,"lv","10/10/20",38,61,1193,"SurveyMonkey","lv","Online","11/3/20","AL",24
"47",135212,72137,"Alabama","SurveyMonkey","C",3255,"rv","10/13/20",41,57,1193,"SurveyMonkey","rv","Online","11/3/20","AL",21
"48",133718,71431,"Alabama","SurveyMonkey","C",2710,"rv","10/4/20",41,56,1193,"SurveyMonkey","rv","Online","11/3/20","AL",30
"49",133313,71230,"Alabama","SurveyMonkey","C",2449,"rv","10/1/20",42,55,1193,"SurveyMonkey","rv","Online","11/3/20","AL",33
"50",133365,71230,"Alabama","SurveyMonkey","C",2449,"lv","10/1/20",39,59,1193,"SurveyMonkey","lv","Online","11/3/20","AL",33
"51",131248,70445,"Alabama","SurveyMonkey","C",1583,"lv","7/16/20",34.889999,63.029999,1193,"SurveyMonkey","lv","Online","11/3/20","AL",110
"52",133163,71156,"Alabama","SurveyMonkey","C",2265,"rv","9/30/20",42,55,1193,"SurveyMonkey","rv","Online","11/3/20","AL",34
"53",135030,72027,"Alabama","SurveyMonkey","C",3122,"lv","10/11/20",38,61,1193,"SurveyMonkey","lv","Online","11/3/20","AL",23
"54",134538,71814,"Alabama","SurveyMonkey","C",3038,"rv","10/8/20",41,57,1193,"SurveyMonkey","rv","Online","11/3/20","AL",26
"55",131299,70445,"Alabama","SurveyMonkey","C",1583,"rv","7/16/20",38.860001,58.43,1193,"SurveyMonkey","rv","Online","11/3/20","AL",110
"56",134391,71731,"Alabama","SurveyMonkey","C",2985,"lv","10/7/20",38,60,1193,"SurveyMonkey","lv","Online","11/3/20","AL",27
"57",134669,71875,"Alabama","SurveyMonkey","C",3093,"rv","10/9/20",41,57,1193,"SurveyMonkey","rv","Online","11/3/20","AL",25
"58",131039,70344,"Alabama","SurveyMonkey","C",1354,"lv","9/15/20",39.02,58.709999,1193,"SurveyMonkey","lv","Online","11/3/20","AL",49
"59",135782,72394,"Alabama","SurveyMonkey","C",1786,"rv","10/22/20",41,56,1193,"SurveyMonkey","rv","Online","11/3/20","AL",12
"60",134805,71943,"Alaska","SurveyMonkey","C",1083,"rv","10/10/20",45,52,1193,"SurveyMonkey","rv","Online","11/3/20","AK",24
"61",134052,71560,"Alaska","Public Policy Polling","A-",800,"v","10/19/20",45,50,383,"Public Policy Polling","v","IVR/Text","11/3/20","AK",15
"62",133903,71517,"Alaska","SurveyMonkey","C",1001,"rv","10/5/20",46,51,1193,"SurveyMonkey","rv","Online","11/3/20","AK",29
"63",134591,71815,"Alaska","SurveyMonkey","C",989,"lv","10/8/20",44,53,1193,"SurveyMonkey","lv","Online","11/3/20","AK",26
"64",131402,70497,"Alaska","SurveyMonkey","C",161,"rv","6/19/20",48.630001,48.34,1193,"SurveyMonkey","rv","Online","11/3/20","AK",137
"65",131300,70446,"Alaska","SurveyMonkey","C",412,"rv","7/16/20",40.529999,56.439999,1193,"SurveyMonkey","rv","Online","11/3/20","AK",110
"66",134539,71815,"Alaska","SurveyMonkey","C",989,"rv","10/8/20",44,52,1193,"SurveyMonkey","rv","Online","11/3/20","AK",26
"67",131040,70345,"Alaska","SurveyMonkey","C",563,"lv","9/15/20",44.720001,53.490002,1193,"SurveyMonkey","lv","Online","11/3/20","AK",49
"68",125245,67028,"Alaska","Public Policy Polling","A-",1081,"v","7/7/20",45,48,383,"Public Policy Polling","v","IVR/Text","11/3/20","AK",119
"69",136466,72713,"Alaska","SurveyMonkey","C",537,"lv","10/26/20",46,53,1193,"SurveyMonkey","lv","Online","11/3/20","AK",8
"70",136000,72474,"Alaska","SurveyMonkey","C",638,"lv","10/23/20",45,53,1193,"SurveyMonkey","lv","Online","11/3/20","AK",11
"71",136667,72860,"Alaska","SurveyMonkey","C",634,"rv","10/26/20",45,54,1193,"SurveyMonkey","rv","Online","11/3/20","AK",8
"72",131249,70446,"Alaska","SurveyMonkey","C",412,"lv","7/16/20",42.720001,54.84,1193,"SurveyMonkey","lv","Online","11/3/20","AK",110
"73",134979,72028,"Alaska","SurveyMonkey","C",1120,"rv","10/11/20",44,53,1193,"SurveyMonkey","rv","Online","11/3/20","AK",23
"74",133314,71231,"Alaska","SurveyMonkey","C",835,"rv","10/1/20",45,52,1193,"SurveyMonkey","rv","Online","11/3/20","AK",33
"75",133719,71432,"Alaska","SurveyMonkey","C",977,"rv","10/4/20",45,52,1193,"SurveyMonkey","rv","Online","11/3/20","AK",30
"76",133772,71432,"Alaska","SurveyMonkey","C",977,"lv","10/4/20",44,53,1193,"SurveyMonkey","lv","Online","11/3/20","AK",30
"77",134115,71619,"Alaska","SurveyMonkey","C",996,"rv","10/6/20",45,52,1193,"SurveyMonkey","rv","Online","11/3/20","AK",28
"78",133216,71157,"Alaska","SurveyMonkey","C",796,"lv","9/30/20",44,54,1193,"SurveyMonkey","lv","Online","11/3/20","AK",34
"79",135265,72138,"Alaska","SurveyMonkey","C",1131,"lv","10/13/20",44,54,1193,"SurveyMonkey","lv","Online","11/3/20","AK",21
"80",131351,70497,"Alaska","SurveyMonkey","C",161,"lv","6/19/20",46.310001,52.099998,1193,"SurveyMonkey","lv","Online","11/3/20","AK",137
"81",136719,72860,"Alaska","SurveyMonkey","C",634,"lv","10/26/20",45,54,1193,"SurveyMonkey","lv","Online","11/3/20","AK",8
"82",135418,72193,"Alaska","Gravis Marketing","B",770,"lv","10/27/20",43,52,801,"Gravis Marketing","lv","IVR/Online","11/3/20","AK",7
"83",134722,71876,"Alaska","SurveyMonkey","C",1049,"lv","10/9/20",45,53,1193,"SurveyMonkey","lv","Online","11/3/20","AK",25
"84",136145,72575,"Alaska","SurveyMonkey","C",614,"rv","10/24/20",45,54,1193,"SurveyMonkey","rv","Online","11/3/20","AK",10
"85",133493,71292,"Alaska","SurveyMonkey","C",898,"lv","10/2/20",44,53,1193,"SurveyMonkey","lv","Online","11/3/20","AK",32
"86",130427,70015,"Alaska","Harstad Strategic Research Inc.","B/C",602,"lv","9/21/20",46,47,203,"Harstad Strategic Research Inc.","lv","Live Phone","11/3/20","AK",43
"87",134857,71943,"Alaska","SurveyMonkey","C",1083,"lv","10/10/20",45,53,1193,"SurveyMonkey","lv","Online","11/3/20","AK",24
"88",135031,72028,"Alaska","SurveyMonkey","C",1120,"lv","10/11/20",44,54,1193,"SurveyMonkey","lv","Online","11/3/20","AK",23
"89",135632,72292,"Alaska","SurveyMonkey","C",1147,"lv","10/14/20",44,54,1193,"SurveyMonkey","lv","Online","11/3/20","AK",20
"90",126431,67577,"Alaska","Alaska Survey Research","B/C",663,"lv","6/30/20",47.599998,48.799999,1334,"Alaska Survey Research","lv","Live Phone/Online","11/3/20","AK",126
"91",136414,72713,"Alaska","SurveyMonkey","C",537,"rv","10/26/20",45,53,1193,"SurveyMonkey","rv","Online","11/3/20","AK",8
"92",133505,71298,"Alaska","Patinkin Research Strategies","B/C",600,"lv","10/2/20",46,49,1422,"Patinkin Research Strategies","lv","Live Phone","11/3/20","AK",32
"93",133164,71157,"Alaska","SurveyMonkey","C",796,"rv","9/30/20",44,53,1193,"SurveyMonkey","rv","Online","11/3/20","AK",34
"94",133610,71350,"Alaska","SurveyMonkey","C",941,"lv","10/3/20",45,53,1193,"SurveyMonkey","lv","Online","11/3/20","AK",31
"95",132756,70925,"Alaska","SurveyMonkey","C",751,"lv","9/28/20",43,55,1193,"SurveyMonkey","lv","Online","11/3/20","AK",36
"96",135213,72138,"Alaska","SurveyMonkey","C",1131,"rv","10/13/20",44,53,1193,"SurveyMonkey","rv","Online","11/3/20","AK",21
"97",133955,71517,"Alaska","SurveyMonkey","C",1001,"lv","10/5/20",45,52,1193,"SurveyMonkey","lv","Online","11/3/20","AK",29
"98",134670,71876,"Alaska","SurveyMonkey","C",1049,"rv","10/9/20",45,52,1193,"SurveyMonkey","rv","Online","11/3/20","AK",25
"99",133558,71350,"Alaska","SurveyMonkey","C",941,"rv","10/3/20",45,52,1193,"SurveyMonkey","rv","Online","11/3/20","AK",31
"100",135948,72474,"Alaska","SurveyMonkey","C",638,"rv","10/23/20",45,53,1193,"SurveyMonkey","rv","Online","11/3/20","AK",11
"101",126866,67783,"Alaska","Public Policy Polling","A-",885,"v","7/23/20",44,50,383,"Public Policy Polling","v","IVR/Text","11/3/20","AK",103
"102",131198,70396,"Alaska","SurveyMonkey","C",472,"rv","8/16/20",42.330002,56.34,1193,"SurveyMonkey","rv","Online","11/3/20","AK",79
"103",132704,70925,"Alaska","SurveyMonkey","C",751,"rv","9/28/20",43,54,1193,"SurveyMonkey","rv","Online","11/3/20","AK",36
"104",131091,70345,"Alaska","SurveyMonkey","C",563,"rv","9/15/20",43.389999,53.700001,1193,"SurveyMonkey","rv","Online","11/3/20","AK",49
"105",133366,71231,"Alaska","SurveyMonkey","C",835,"lv","10/1/20",45,53,1193,"SurveyMonkey","lv","Online","11/3/20","AK",33
"106",135580,72292,"Alaska","SurveyMonkey","C",1147,"rv","10/14/20",44,53,1193,"SurveyMonkey","rv","Online","11/3/20","AK",20
"107",134340,71732,"Alaska","SurveyMonkey","C",998,"rv","10/7/20",44,52,1193,"SurveyMonkey","rv","Online","11/3/20","AK",27
"108",131147,70396,"Alaska","SurveyMonkey","C",472,"lv","8/16/20",42,57,1193,"SurveyMonkey","lv","Online","11/3/20","AK",79
"109",132052,70622,"Alaska","Alaska Survey Research","B/C",676,"lv","9/29/20",46,50,1334,"Alaska Survey Research","lv","Live Phone/Online","11/3/20","AK",35
"110",134167,71619,"Alaska","SurveyMonkey","C",996,"lv","10/6/20",45,53,1193,"SurveyMonkey","lv","Online","11/3/20","AK",28
"111",135783,72395,"Alaska","SurveyMonkey","C",663,"rv","10/22/20",43,54,1193,"SurveyMonkey","rv","Online","11/3/20","AK",12
"112",133251,71173,"Alaska","Siena College/The New York Times Upshot","A+",423,"lv","10/11/20",39,45,1424,"Siena College/The New York Times Upshot","lv","Live Phone","11/3/20","AK",23
"113",134392,71732,"Alaska","SurveyMonkey","C",998,"lv","10/7/20",44,53,1193,"SurveyMonkey","lv","Online","11/3/20","AK",27
"114",135835,72395,"Alaska","SurveyMonkey","C",663,"lv","10/22/20",43,55,1193,"SurveyMonkey","lv","Online","11/3/20","AK",12
"115",133441,71292,"Alaska","SurveyMonkey","C",898,"rv","10/2/20",44,52,1193,"SurveyMonkey","rv","Online","11/3/20","AK",32
"116",133009,71063,"Alaska","SurveyMonkey","C",776,"lv","9/29/20",44,54,1193,"SurveyMonkey","lv","Online","11/3/20","AK",35
"117",136197,72575,"Alaska","SurveyMonkey","C",614,"lv","10/24/20",45,54,1193,"SurveyMonkey","lv","Online","11/3/20","AK",10
"118",132957,71063,"Alaska","SurveyMonkey","C",776,"rv","9/29/20",44,53,1193,"SurveyMonkey","rv","Online","11/3/20","AK",35
"119",134802,71940,"Arizona","SurveyMonkey","C",5571,"rv","10/10/20",54,44,1193,"SurveyMonkey","rv","Online","11/3/20","AZ",24
"120",128319,68542,"Arizona","Morning Consult","B",901,"lv","9/2/20",49,46,1189,"Morning Consult","lv","Online","11/3/20","AZ",62
"121",131037,70342,"Arizona","SurveyMonkey","C",7100,"lv","9/15/20",50.970001,47.450001,1193,"SurveyMonkey","lv","Online","11/3/20","AZ",49
"122",136300,72632,"Arizona","Data Orbital","A/B",550,"lv","10/29/20",45.900002,45.299999,1308,"Data Orbital","lv","Live Phone","11/3/20","AZ",5
"123",135780,72392,"Arizona","SurveyMonkey","C",3463,"rv","10/22/20",53,45,1193,"SurveyMonkey","rv","Online","11/3/20","AZ",12
"124",136341,72653,"Arizona","Ipsos","B-",610,"lv","10/30/20",50,48,744,"Ipsos","lv","Online","11/3/20","AZ",4
"125",129958,69698,"Arizona","Ipsos","B-",565,"lv","9/13/20",47,46,744,"Ipsos","lv","Online","11/3/20","AZ",51
"126",135028,72025,"Arizona","SurveyMonkey","C",5568,"lv","10/11/20",53,46,1193,"SurveyMonkey","lv","Online","11/3/20","AZ",23
"127",133952,71514,"Arizona","SurveyMonkey","C",5945,"lv","10/5/20",53,45,1193,"SurveyMonkey","lv","Online","11/3/20","AZ",29
"128",134854,71940,"Arizona","SurveyMonkey","C",5571,"lv","10/10/20",53,45,1193,"SurveyMonkey","lv","Online","11/3/20","AZ",24
"129",129489,69513,"Arizona","Monmouth University","A",420,"lv","9/13/20",47,47,320,"Monmouth University","lv","Live Phone","11/3/20","AZ",51
"130",129487,69513,"Arizona","Monmouth University","A",420,"rv","9/13/20",48,44,320,"Monmouth University","rv","Live Phone","11/3/20","AZ",51
"131",127898,68277,"Arizona","Morning Consult","B",947,"lv","8/11/20",45,47,1189,"Morning Consult","lv","Online","11/3/20","AZ",84
"132",134439,71750,"Arizona","Susquehanna Polling & Research Inc.","B+",500,"lv","10/20/20",46.200001,46.599998,461,"Susquehanna Polling & Research Inc.","lv","Live Phone","11/3/20","AZ",14
"133",133769,71429,"Arizona","SurveyMonkey","C",5973,"lv","10/4/20",53,45,1193,"SurveyMonkey","lv","Online","11/3/20","AZ",30
"134",125350,67087,"Arizona","Change Research","B-",345,"lv","7/11/20",51,45,1365,"Change Research","lv","Online","11/3/20","AZ",115
"135",128285,68520,"Arizona","Redfield & Wilton Strategies","B/C",830,"lv","9/1/20",48,43,1562,"Redfield & Wilton Strategies","lv","Online","11/3/20","AZ",63
"136",135109,72068,"Arizona","Patinkin Research Strategies","B/C",604,"lv","10/2/20",50,46,1422,"Patinkin Research Strategies","lv","Live Phone/Online","11/3/20","AZ",32
"137",136325,72649,"Arizona","Marist College","A",988,"rv","10/30/20",48,47,1205,"Marist College","rv","Live Phone","11/3/20","AZ",4
"138",135881,72417,"Arizona","SSRS","C",865,"lv","10/26/20",50,46,1361,"CNN/SSRS","lv","Live Phone","11/3/20","AZ",8
"139",129560,69542,"Arizona","Redfield & Wilton Strategies","B/C",855,"lv","9/14/20",47,42,1562,"Redfield & Wilton Strategies","lv","Online","11/3/20","AZ",50
"140",133500,71295,"Arizona","YouGov","B+",1074,"lv","10/14/20",50,47,568,"YouGov","lv","Online","11/3/20","AZ",20
"141",131088,70342,"Arizona","SurveyMonkey","C",7100,"rv","9/15/20",51.77,46,1193,"SurveyMonkey","rv","Online","11/3/20","AZ",49
"142",136506,72732,"Arizona","Redfield & Wilton Strategies","B/C",889,"lv","10/27/20",50,46,1562,"Redfield & Wilton Strategies","lv","Online","11/3/20","AZ",7
"143",133022,71067,"Arizona","OH Predictive Insights","B/C",608,"lv","10/6/20",49,45,1293,"OH Predictive Insights","lv","IVR/Live Phone","11/3/20","AZ",28
"144",131246,70443,"Arizona","SurveyMonkey","C",4995,"lv","7/16/20",47.310001,50.52,1193,"SurveyMonkey","lv","Online","11/3/20","AZ",110
"145",129506,69523,"Arizona","Siena College/The New York Times Upshot","A+",653,"lv","9/12/20",49,40,1424,"Siena College/The New York Times Upshot","lv","Live Phone","11/3/20","AZ",52
"146",136324,72649,"Arizona","Marist College","A",717,"lv","10/30/20",48,48,1205,"Marist College","lv","Live Phone","11/3/20","AZ",4
"147",130554,70079,"Arizona","Data for Progress","B",808,"lv","9/25/20",50,46,1515,"Data for Progress","lv","Online/Text","11/3/20","AZ",39
"148",136522,72743,"Arizona","Redfield & Wilton Strategies","B/C",720,"lv","10/9/20",48,46,1562,"Redfield & Wilton Strategies","lv","Live Phone","11/3/20","AZ",25
"149",136194,72572,"Arizona","SurveyMonkey","C",3933,"lv","10/24/20",52,46,1193,"SurveyMonkey","lv","Online","11/3/20","AZ",10
"150",134444,71753,"Arizona","Basswood Research","B/C",800,"lv","8/30/20",46.799999,47.799999,48,"Basswood Research","lv","Live Phone","11/3/20","AZ",65
"151",133220,71159,"Arizona","Targoz Market Research","B/C",1045,"lv","9/27/20",45,46,1477,"Targoz Market Research","lv","Online","11/3/20","AZ",37
"152",134667,71873,"Arizona","SurveyMonkey","C",5626,"rv","10/9/20",54,44,1193,"SurveyMonkey","rv","Online","11/3/20","AZ",25
"153",134976,72025,"Arizona","SurveyMonkey","C",5568,"rv","10/11/20",54,44,1193,"SurveyMonkey","rv","Online","11/3/20","AZ",23
"154",130557,70079,"Arizona","Data for Progress","B",808,"lv","9/25/20",49,45,1515,"Data for Progress","lv","Online/Text","11/3/20","AZ",39
"155",131993,70596,"Arizona","Strategies 360","B/C",800,"lv","9/26/20",49,45,603,"Strategies 360","lv","Live Phone/Online","11/3/20","AZ",38
"156",135320,72158,"Arizona","Gravis Marketing","B",704,"lv","10/27/20",48,44,801,"Gravis Marketing","lv","IVR/Online","11/3/20","AZ",7
"157",127187,67934,"Arizona","Data for Progress","B",1215,"lv","7/28/20",47,44,1515,"Data for Progress","lv","Online/Text","11/3/20","AZ",98
"158",133555,71347,"Arizona","SurveyMonkey","C",5909,"rv","10/3/20",54,44,1193,"SurveyMonkey","rv","Online","11/3/20","AZ",31
"159",133843,71461,"Arizona","RMG Research","B-",800,"lv","10/16/20",47,46,1554,"RMG Research","lv","Text","11/3/20","AZ",18
"160",130462,70042,"Arizona","Susquehanna Polling & Research Inc.","B+",500,"lv","9/26/20",47,46,461,"Susquehanna Polling & Research Inc.","lv","Live Phone","11/3/20","AZ",38
"161",135210,72135,"Arizona","SurveyMonkey","C",5609,"rv","10/13/20",54,44,1193,"SurveyMonkey","rv","Online","11/3/20","AZ",21
"162",135629,72289,"Arizona","SurveyMonkey","C",5687,"lv","10/14/20",52,46,1193,"SurveyMonkey","lv","Online","11/3/20","AZ",20
"163",133716,71429,"Arizona","SurveyMonkey","C",5973,"rv","10/4/20",54,44,1193,"SurveyMonkey","rv","Online","11/3/20","AZ",30
"164",135353,72166,"Arizona","Ipsos","B-",714,"lv","10/24/20",48,46,744,"Ipsos","lv","Online","11/3/20","AZ",10
"165",130650,70123,"Arizona","Redfield & Wilton Strategies","B/C",871,"lv","9/24/20",47,44,1562,"Redfield & Wilton Strategies","lv","Online","11/3/20","AZ",40
"166",125093,66976,"Arizona","Gravis Marketing","B",527,"lv","6/27/20",45,49,801,"Gravis Marketing","lv","IVR/Online","11/3/20","AZ",129
"167",130311,69973,"Arizona","Data for Progress","B",481,"lv","9/18/20",45,46,1515,"Data for Progress","lv","Online","11/3/20","AZ",46
"168",135108,72067,"Arizona","Patinkin Research Strategies","B/C",729,"lv","10/22/20",52,45,1422,"Patinkin Research Strategies","lv","Live Phone/Online","11/3/20","AZ",12
"169",131348,70494,"Arizona","SurveyMonkey","C",2365,"lv","6/19/20",46.16,51.709999,1193,"SurveyMonkey","lv","Online","11/3/20","AZ",137
"170",126664,67661,"Arizona","SSRS","C",873,"rv","7/21/20",49,45,1361,"CNN/SSRS","rv","Live Phone","11/3/20","AZ",105
"171",131195,70393,"Arizona","SurveyMonkey","C",6456,"rv","8/16/20",47.849998,49.889999,1193,"SurveyMonkey","rv","Online","11/3/20","AZ",79
"172",124894,66892,"Arizona","Siena College/The New York Times Upshot","A+",650,"rv","6/12/20",48,41,1424,"Siena College/The New York Times Upshot","rv","Live Phone","11/3/20","AZ",144
"173",126749,67685,"Arizona","Morning Consult","B",908,"lv","7/21/20",49,42,1189,"Morning Consult","lv","Online","11/3/20","AZ",105
"174",126521,67621,"Arizona","Spry Strategies","B/C",700,"lv","7/13/20",49.43,44.59,1488,"Spry Strategies","lv","IVR/Online","11/3/20","AZ",113
"175",135357,72166,"Arizona","Ipsos","B-",714,"lv","10/24/20",47,47,744,"Ipsos","lv","Online","11/3/20","AZ",10
"176",132757,70926,"Arizona","SurveyMonkey","C",5778,"lv","9/28/20",51,47,1193,"SurveyMonkey","lv","Online","11/3/20","AZ",36
"177",136546,72764,"Arizona","Swayable","C",360,"lv","10/29/20",50.599998,45.700001,1522,"Swayable","lv","Online","11/3/20","AZ",5
"178",136463,72710,"Arizona","SurveyMonkey","C",3807,"lv","10/26/20",52,47,1193,"SurveyMonkey","lv","Online","11/3/20","AZ",8
"179",136049,72495,"Arizona","Emerson College","A-",732,"lv","10/30/20",48,45.900002,1102,"Emerson College","lv","IVR/Online/Text","11/3/20","AZ",4
"180",131297,70443,"Arizona","SurveyMonkey","C",4995,"rv","7/16/20",48.779999,48.220001,1193,"SurveyMonkey","rv","Online","11/3/20","AZ",110
"181",133042,71067,"Arizona","OH Predictive Insights","B/C",608,"lv","10/6/20",50,47,1293,"OH Predictive Insights","lv","IVR/Live Phone","11/3/20","AZ",28
"182",134171,71621,"Arizona","Ipsos","B-",658,"lv","10/17/20",50,46,744,"Ipsos","lv","Online","11/3/20","AZ",17
"183",130254,69944,"Arizona","Data Orbital","A/B",550,"lv","9/15/20",49.299999,46.599998,1308,"Data Orbital","lv","Live Phone","11/3/20","AZ",49
"184",133363,71228,"Arizona","SurveyMonkey","C",5759,"lv","10/1/20",52,46,1193,"SurveyMonkey","lv","Online","11/3/20","AZ",33
"185",134170,71621,"Arizona","Ipsos","B-",658,"lv","10/17/20",49,46,744,"Ipsos","lv","Online","11/3/20","AZ",17
